#
# U.S. Geological Survey, National Water Information System
# Surface water measurements
#
# Retrieved: 2024-04-08 17:47:15 EDT     (caww01)
#
# Further descriptions of the columns and codes used can be found at:
# https://help.waterdata.usgs.gov/output-formats#streamflow_measurement_data
#
# Data for the following 1 site(s) are contained in this file
#  USGS 12200500 SKAGIT RIVER NEAR MOUNT VERNON, WA
# -----------------------------------------------------------------------------------
#
#
agency_cd	site_no	measurement_nu	measurement_dt	tz_cd	q_meas_used_fg	party_nm	site_visit_coll_agency_cd	gage_height_va	discharge_va	measured_rating_diff	gage_va_change	gage_va_time	control_type_cd	discharge_cd	chan_nu	chan_name	meas_type	streamflow_method	velocity_method	chan_discharge	chan_width	chan_area	chan_velocity	chan_stability	chan_material	chan_evenness	long_vel_desc	horz_vel_desc	vert_vel_desc	chan_loc_cd	chan_loc_dist
USGS	12200500	301	1972-06-22 19:30:00	PDT	Yes	JWM	USGS	21.49	37400	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	37400	625	9560	3.91	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	302	1972-08-23 10:00:00	PDT	Yes	JWM	USGS	15.49	18700	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	18700	610	6200	3.02	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	303	1972-10-17 17:30:00	PDT	Yes	JWM/DND	USGS	10.79	7450	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	7450	600	3030	2.46	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	304	1972-12-07 11:25:00	PST	Yes	JWM	USGS	13.49	13900	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	13900	605	4900	2.84	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	305	1973-02-02 11:10:00	PST	Yes	DT	USGS	12.98	12300	Fair			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	12300	540	4190	2.94	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	306	1973-05-10 11:00:00	PDT	Yes	DT	USGS	13.95	15500	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	15500	600	5450	2.84	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	307	1973-08-01		Yes	EAJ	USGS	13.64	14600	Unspecified			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	14600	605			UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	308	1973-09-25 08:30:00	PDT	Yes	REQ	USGS	10.84	7820	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	7820	597	3330	2.35	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	309	1973-11-21 11:30:00	PST	Yes	REQ	USGS	13.82	14600	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	14600	613	5400	2.70	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	310	1974-01-10 16:30:00	PDT	Yes	REQ	USGS	13.99	15300	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	15300	610	5490	2.79	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	311	1974-04-04		Yes	DT/GC	USGS	15.82	20500	Unspecified			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	20500	610	6460	3.17	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	312	1974-05-20		Yes	REQ	USGS	14.17	15900	Fair			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	15900	657	4930	3.23	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	313	1974-07-09 08:40:00	PDT	Yes	REQ/MM	USGS	21.73	39000	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	39000	623	10200	3.82	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	314	1974-10-03 16:00:00	PDT	Yes	REQ	USGS	10.47	6850	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	6850	596	2770	2.47	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	315	1974-11-18 15:30:00	PST	Yes	REQ	USGS	13.08	13100	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	13100	602	4730	2.77	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	316	1975-01-22		Yes	DET	USGS	16.03	21500	Unspecified			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	21500	600	6700	3.21	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	317	1975-03-17 16:20:00	PDT	Yes	REQ	USGS	13.80	15300	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	15300	605	5330	2.87	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	318	1975-05-19		Yes	REQ	USGS	16.34	21600	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	21600	611	7040	3.07	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	319	1975-07-10 10:02:00	PDT	Yes	REQ	USGS	23.98	48800	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	48800	627	11500	4.24	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	320	1975-09-29 18:00:00	PDT	Yes	REQ	USGS	9.14	5060	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	5060	573	2460	2.06	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	321	1975-09-30 10:00:00	PDT	Yes	REQ	USGS	9.73	6230	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	6230	585	2800	2.22	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	322	1975-11-21 10:00:00	PST	Yes	REQ/JKI	USGS	16.94	24000	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	24000	613	7430	3.24	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	323	1976-01-20		Yes	JKI	USGS	16.60	24100	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	24100	612	7530	3.20	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	324	1976-03-22 14:55:00	PST	Yes	REQ	USGS	12.35	12700	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	12700	602	4790	2.65	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	325	1976-05-17 10:23:00	PDT	Yes	JKI	USGS	16.79	24200	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	24200	610	7480	3.24	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	326	1976-07-14 14:05:00	PDT	Yes	JKI	USGS	17.52	26200	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	26200	612	7920	3.31	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	327	1976-09-21 11:00:00	PDT	Yes	JKI	USGS	11.45	10400	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	10400	595	4230	2.46	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	328	1976-11-15 11:20:00	PST	Yes	JKI	USGS	9.51	6120	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	6120	586	3190	1.92	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	329	1977-03-14 11:00:00	PST	Yes	JKI	USGS	14.01	16400	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	16400	604	5790	2.83	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	330	1977-05-17 11:45:00	PDT	Yes	JKI	USGS	12.19	12700	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	12700	600			UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	331	1977-07-18 12:05:00	PDT	Yes	JKI	USGS	12.09	12300	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	12300	596	4790	2.57	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	332	1977-08-16 11:25:00	PDT	Yes	JKI	USGS	11.10	10100	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	10100	592			UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	333	1977-09-20 11:15:00	PDT	Yes	JKI	USGS	9.87	6980	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	6980	591			UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	334	1977-10-11 16:30:00	PDT	Yes	REQ	USGS	8.78	4840	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	4840	580			UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	335	1977-12-07		Yes	JKI	USGS	17.82	27500	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	27500	610	8110	3.39	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	336	1978-02-13 12:00:00	PST	Yes	JKI	USGS	13.09	14300	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	14300	598	5040	2.84	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	337	1978-04-17 11:15:00	PST	Yes	JKI	USGS	11.04	9880	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	9880	594	4100	2.41	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	338	1978-06-19 11:25:00	PDT	Yes	JKI	USGS	13.30	15400	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	15400	599	5410	2.85	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	339	1978-09-18 12:45:00	PDT	Yes	JKI	USGS	12.64	13000	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	13000	598	4830	2.69	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	340	1978-11-07 11:13:00	PST	Yes	JKI	USGS	14.16	16900	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	16900	604	5920	2.85	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	341	1979-02-20 13:00:00	PST	Yes	JKI	USGS	12.37	12800	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	12800	598	4870	2.63	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	342	1979-05-16 13:30:00	PDT	Yes	JKI	USGS	13.60	16000	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	16000	600	5530	2.89	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	343	1979-10-04		Yes	JKI	USGS	8.70	4970	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	4970	553	2680	1.85	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	344	1980-01-23 14:55:00	PST	Yes	JKI	USGS	13.63	15700	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	15700	604	5370	2.92	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	345	1980-05-14		Yes	JKI	USGS	12.58	13100	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	13100	594	4770	2.75	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	346	1980-07-30		Yes	JKI	USGS	11.62	10900	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	10900	595	4130	2.64	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	347	1980-11-12		Yes	JKI	USGS	16.11	22400	Excellent			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	22400	606	6880	3.26	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	348	1981-02-27		Yes	JKI	USGS	14.31	16800	Excellent			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	16800	608	5460	3.08	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	349	1981-06-06		Yes	JKI	USGS	18.06	28900	Excellent			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	28900	608	8080	3.58	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	350	1981-08-28		Yes	JKI	USGS	10.27	7460	Excellent			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	7460	564	3240	2.30	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	351	1981-11-17 12:30:00	PST	Yes	WVF	USGS	14.20	16700	Excellent			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	16700	613	5750	2.90	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	352	1982-01-12 11:05:00	PST	Yes	JKI	USGS	11.57	10500	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	10500	596	4110	2.55	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	353	1982-03-16 12:55:00	PST	Yes	JKI	USGS	13.45	15400	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	15400	600			UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	354	1982-07-12 11:15:00	PDT	Yes	JKI	USGS	18.34	29300	Excellent			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	29300	605	8430	3.48	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	355	1982-09-22		Yes	JDD	USGS	10.50	8500	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	8500	573	3270	2.60	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	356	1983-01-18		Yes	JDD	USGS	13.72	14800	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	14800	607	5320	2.78	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	357	1983-05-05 16:45:00	PDT	Yes	DR	USGS	12.84	13400	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	13400	600	4760	2.82	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	358	1983-06-24 16:40:00	PDT	Yes	DR	USGS	14.84	18300	Good			Unspecifed	NONE	1	Imported Channel 1	UNSP	QSCMM	unkno	18300	609	5990	3.06	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	359	1983-09-27		Yes	JDD	USGS	10.35	7990	Good	0.02	1.00		NONE	1	Imported Channel 1	UNSP	other		7990				UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	360	1984-01-26		Yes	REQ/OCH	USGS	20.85	35500	Good	-0.40	2.00		NONE	1	Imported Channel 1	UNSP	other		35500				UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	361	1984-04-10		Yes	JDD	USGS	14.04	16900	Good	-0.06	1.10		NONE	1	Imported Channel 1	UNSP	other		16900				UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	362	1984-05-09		Yes	RAS	USGS	12.76	14100	Good	0.15	1.30		NONE	1	Imported Channel 1	UNSP	other		14100				UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	363	1984-07-11		Yes	JCT/RAS	USGS	14.85	19100	Good	0.10	1.30		NONE	1	Imported Channel 1	UNSP	other		19100				UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	364	1984-09-18		Yes	JCT/RAS	USGS	10.13	7420	Good	-0.01	1.00		NONE	1	Imported Channel 1	UNSP	other		7420				UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	365	1984-11-28		Yes	RAS/JCT	USGS	13.09	14200	Good	0.09	1.20		NONE	1	Imported Channel 1	UNSP	other		14200				UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	366	1985-01-29		Yes	JCT/SB	USGS	11.78	11100	Good	0.06	1.20		NONE	1	Imported Channel 1	UNSP	other		11100				UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	367	1985-05-15		Yes	JJJ/SNB	USGS	12.38	12500	Good	-0.23	1.80		NONE	1	Imported Channel 1	UNSP	other		12500				UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	368	1985-07-17		Yes	SNB	USGS	13.37	14700	Fair	0.22	1.70		NONE	1	Imported Channel 1	UNSP	other		14700				UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	369	1985-09-24		Yes	SNB/JJJ	USGS	9.62	6520	Fair	0.46	2.60		NONE	1	Imported Channel 1	UNSP	other		6520				UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	370	1985-11-21		Yes	MCM/SNB	USGS	13.48	14800	Good	-0.12	1.70		NONE	1	Imported Channel 1	UNSP	other		14800				UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	371	1986-01-07		Yes	SNB/MCM	USGS	11.95	11500	Fair	0.14	3.20		NONE	1	Imported Channel 1	UNSP	other		11500				UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	372	1986-03-26		Yes	MCM/SNB	USGS	14.37	17400	Good	-0.15	1.70		NONE	1	Imported Channel 1	UNSP	other		17400				UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	373	1986-05-21		Yes	JJJ/RJW	USGS	-0.26	28100	Good	-0.26	1.70		NONE	1	Imported Channel 1	UNSP	other		28100				UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	374	1986-07-25		Yes	JLJ/SNB	USGS	11.57	10200	Fair	-0.08	1.30		NONE	1	Imported Channel 1	UNSP	other		10200				UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	375	1986-10-09		Yes	SNB	USGS	8.97	5400	Good	0.21	2.00	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	5400	561	2760	1.96	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	376	1986-12-30		Yes	SNB	USGS	17.18	25800	Good	-0.42	2.30		NONE	1	Imported Channel 1	CWAY	unspe	unkno	25800	612	7470	3.45	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	377	1987-03-26		Yes	SNB	USGS	12.89	14300	Good	0.10	1.90		NONE	1	Imported Channel 1	CWAY	unspe	unkno	14300	600	4950	2.89	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	378	1987-05-08		Yes	MCM/SNB	USGS	18.34	30200	Good	0.14	1.50	DebrisLight	NONE	1	Imported Channel 1	CWAY	unspe	unkno	30200	614	8250	3.66	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	379	1987-07-07		Yes	ROO/MCM	USGS	13.78	16900	Fair	-0.05	1.50	Clear	NONE	1	Imported Channel 1	CRAN	unspe	unkno	16900	675	5490	3.08	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	380	1987-09-09		Yes	MCM/SNB	USGS	9.57	6880	Good	0.09	1.30	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	6880	568	3050	2.26	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	381	1988-02-16		Yes	DR	USGS	13.16	15700	Good	0.04	1.30		NONE	1	Imported Channel 1	CWAY	unspe	unkno	15700	595	5030	3.12	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	382	1988-06-09 12:15:00	PDT	Yes	DR	USGS	13.58	16300	Good	0.06	1.80	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	16300	590	5230	3.12	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	383	1988-11-18 12:00:00	PST	Yes	JED	USGS	14.29	17100	Good	-0.15	1.30	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	17100	692	5730	2.98	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	384	1989-02-28		Yes	BSP	USGS	12.04	12500	Good	0.40	1.30	DebrisHeavy	NONE	1	Imported Channel 1	CWAY	unspe	unkno	12500	582	4340	2.88	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	385	1989-03-13 11:00:00	PST	Yes	BP	USGS	13.36	14800	Good	-0.03	1.30	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	14800	586	5040	2.94	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	386	1989-06-12		Yes	BSP	USGS	16.83	24100	Good	0.10	1.30	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	24100	608	7050	3.42	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	387	1989-11-14 11:00:00	PST	Yes	BP	USGS	19.27	30500	Good	-0.08	1.30	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	30500	613	8270	3.68	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	388	1989-12-05 12:28:00	PST	Yes	ROO/JB	USGS	32.28	103000	Good	0.16	1.00		NONE	1	Imported Channel 1	CWAY	unspe	unkno	103000	703	16400	6.28	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	389	1990-02-06 11:20:00	PST	Yes	BSP	USGS	14.87	19300	Good	-0.12	1.30	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	19300	595	5790	3.33	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	390	1990-04-18 11:15:00	PDT	Yes	ROO	USGS	16.71	24300	Good	-0.06	1.30	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	24300	600	7320	3.24	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	391	1990-07-16 14:27:00	PDT	Yes	JCT/WPB	USGS	17.29	25800	Good	-0.02	1.50	DebrisLight	NONE	1	Imported Channel 1	CWAY	unspe	unkno	25800	602	7160	3.60	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	392	1990-09-21 09:07:00	PDT	Yes	JCT	USGS	10.02	7400	Good	-0.01	1.50	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	7400	567	3240	2.28	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	393	1990-11-17 08:55:00	PST	Yes	JCT/KBO	USGS	22.28	43800	Good	0.01	1.80	DebrisLight	NONE	1	Imported Channel 1	CRAN	unspe	unkno	43800	632	9720	4.51	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	394	1990-11-25 15:04:00	PST	Yes	KBO/DTS	USGS	36.91	141000	Good	-0.26	1.40	DebrisLight	NONE	1	Imported Channel 1	CRAN	unspe	unkno	141000	700	20000	7.08	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	395	1991-02-21 14:51:00	PST	Yes	JCT	USGS	20.16	37100	Fair	-0.12	1.30	DebrisLight	NONE	1	Imported Channel 1	CRAN	unspe	unkno	37100	627	8750	4.24	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	396	1991-04-23 10:45:00	PDT	Yes	BSP/TEM	USGS	15.91	22800	Good	-0.11	1.20	DebrisLight	NONE	1	Imported Channel 1	CWAY	unspe	unkno	22800	599	6860	3.32	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	397	1991-06-21 10:13:00	PDT	Yes	JCT/RDF	USGS	16.40	19700	Poor	0.02	1.60	DebrisLight	NONE	1	Imported Channel 1	CWAY	unspe	unkno	19700	605	7300	2.70	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	398	1991-08-13 16:05:00	PDT	Yes	JCT	USGS	13.61	16200	Good	0.19	1.40	DebrisLight	NONE	1	Imported Channel 1	CWAY	unspe	unkno	16200	590	5510	2.94	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	399	1991-10-23 13:22:00	PDT	Yes	MKB/JCT	USGS	9.28	5590	Good	0.03	1.30	DebrisModerate	NONE	1	Imported Channel 1	CWAY	unspe	unkno	5590	570	2980	1.88	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	400	1991-12-16 13:15:00	PST	Yes	MKB	USGS	13.96	16700	Good	-0.14	1.90	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	16700	590	5760	2.90	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	401	1992-02-20 11:30:00	PST	Yes	MKB	USGS	14.02	16600	Good	-0.03	1.30	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	16600	597	5730	2.90	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	402	1992-04-08 12:00:00	PDT	Yes	MKB	USGS	11.36	10200	Good	-0.19	1.40	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	10200	585	4020	2.54	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	403	1992-06-23 08:50:00	PDT	Yes	MKB	USGS	13.11	14700	Good	0.10	1.30	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	14700	590	5230	2.81	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	404	1992-10-07 11:30:00	PDT	Yes	MKB	USGS	9.58	6570	Fair	-0.16	1.80	DebrisLight	NONE	1	Imported Channel 1	CWAY	unspe	unkno	6570	573	3190	2.06	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	405	1993-02-09 10:45:00	PST	Yes	MKB	USGS	12.12	11800	Good	-0.03	1.40	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	11800	584	4460	2.65	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
